CAPITALINE CODE,CO_NAME,[Date,[Close Price
710,Safari Inds.,4/3/2024,1859
710,Safari Inds.,4/4/2024,1925.25
710,Safari Inds.,4/5/2024,2042.25
710,Safari Inds.,4/8/2024,2015
710,Safari Inds.,4/9/2024,1977.4
710,Safari Inds.,4/10/2024,1981.75
710,Safari Inds.,4/12/2024,1978.45
710,Safari Inds.,4/15/2024,2030.95
710,Safari Inds.,4/16/2024,2069.95
710,Safari Inds.,4/18/2024,2049.7
710,Safari Inds.,4/19/2024,2094.8
710,Safari Inds.,4/22/2024,2101.25
710,Safari Inds.,4/23/2024,2084.8
710,Safari Inds.,4/24/2024,2073.15
710,Safari Inds.,4/25/2024,2050.2
710,Safari Inds.,4/26/2024,2062.6
710,Safari Inds.,4/29/2024,2090.25
710,Safari Inds.,4/30/2024,2101.6
710,Safari Inds.,5/2/2024,2056.5
710,Safari Inds.,5/3/2024,2033.85
710,Safari Inds.,5/6/2024,2004.2
710,Safari Inds.,5/7/2024,1974.75
710,Safari Inds.,5/8/2024,2043.3
710,Safari Inds.,5/9/2024,1982.1
710,Safari Inds.,5/10/2024,2015.6
710,Safari Inds.,5/13/2024,1994.45
710,Safari Inds.,5/14/2024,2019.85
710,Safari Inds.,5/15/2024,2018.55
710,Safari Inds.,5/16/2024,2024.85
710,Safari Inds.,5/17/2024,2080.55
710,Safari Inds.,5/18/2024,2107.5
710,Safari Inds.,5/21/2024,2099.9
710,Safari Inds.,5/22/2024,2076.7
710,Safari Inds.,5/23/2024,2061.45
710,Safari Inds.,5/24/2024,2018.8
710,Safari Inds.,5/27/2024,2050.8
710,Safari Inds.,5/28/2024,2040.6
710,Safari Inds.,5/29/2024,2021.8
710,Safari Inds.,5/30/2024,1975.5
710,Safari Inds.,5/31/2024,1969.7
710,Safari Inds.,6/3/2024,1949.95
710,Safari Inds.,6/4/2024,1904.65
710,Safari Inds.,6/5/2024,1968.5
710,Safari Inds.,6/6/2024,1999.6
710,Safari Inds.,6/7/2024,2002.6
710,Safari Inds.,6/10/2024,2012.75
710,Safari Inds.,6/11/2024,2027.85
710,Safari Inds.,6/12/2024,2026.6
710,Safari Inds.,6/13/2024,2050.25
710,Safari Inds.,6/14/2024,2087.25
710,Safari Inds.,6/18/2024,2089.05
710,Safari Inds.,6/19/2024,2081.1
710,Safari Inds.,6/20/2024,2061.65
710,Safari Inds.,6/21/2024,2127.5
710,Safari Inds.,6/24/2024,2071.4
710,Safari Inds.,6/25/2024,2053.75
710,Safari Inds.,6/26/2024,2098.1
710,Safari Inds.,6/27/2024,2034.95
710,Safari Inds.,6/28/2024,2038.35
710,Safari Inds.,7/1/2024,2095.2
710,Safari Inds.,7/2/2024,2165.45
710,Safari Inds.,7/3/2024,2127.45
710,Safari Inds.,7/4/2024,2138.6
710,Safari Inds.,7/5/2024,2165.45
710,Safari Inds.,7/8/2024,2159.85
710,Safari Inds.,7/9/2024,2114
710,Safari Inds.,7/10/2024,2123.1
710,Safari Inds.,7/11/2024,2154.35
710,Safari Inds.,7/12/2024,2129.05
710,Safari Inds.,7/15/2024,2157.7
710,Safari Inds.,7/16/2024,2148.35
710,Safari Inds.,7/18/2024,2149.45
710,Safari Inds.,7/19/2024,2057.45
710,Safari Inds.,7/22/2024,2077.65
710,Safari Inds.,7/23/2024,2063.15
710,Safari Inds.,7/24/2024,2136.55
710,Safari Inds.,7/25/2024,2109.2
710,Safari Inds.,7/26/2024,2114.55
710,Safari Inds.,7/29/2024,2076.8
710,Safari Inds.,7/30/2024,2059.2
710,Safari Inds.,7/31/2024,2079
710,Safari Inds.,8/1/2024,2104.6
710,Safari Inds.,8/2/2024,2146.7
710,Safari Inds.,8/5/2024,2064.95
710,Safari Inds.,8/6/2024,2139.25
710,Safari Inds.,8/7/2024,2238.5
710,Safari Inds.,8/8/2024,2320.2
710,Safari Inds.,8/9/2024,2311.45
710,Safari Inds.,8/12/2024,2389.8
710,Safari Inds.,8/13/2024,2380.1
710,Safari Inds.,8/14/2024,2387
710,Safari Inds.,8/16/2024,2399.2
710,Safari Inds.,8/19/2024,2357.85
710,Safari Inds.,8/20/2024,2345.8
710,Safari Inds.,8/21/2024,2383.85
710,Safari Inds.,8/22/2024,2363.55
710,Safari Inds.,8/23/2024,2372.75
710,Safari Inds.,8/26/2024,2367.3
710,Safari Inds.,8/27/2024,2365.4
710,Safari Inds.,8/28/2024,2369.1
710,Safari Inds.,8/29/2024,2350.4
710,Safari Inds.,8/30/2024,2469.3
710,Safari Inds.,9/2/2024,2502.3
710,Safari Inds.,9/3/2024,2485.65
710,Safari Inds.,9/4/2024,2495.8
710,Safari Inds.,9/5/2024,2480.15
710,Safari Inds.,9/6/2024,2471.7
710,Safari Inds.,9/9/2024,2429
710,Safari Inds.,9/10/2024,2498.6
710,Safari Inds.,9/11/2024,2484.5
710,Safari Inds.,9/12/2024,2476.55
710,Safari Inds.,9/13/2024,2555.4
710,Safari Inds.,9/16/2024,2531
710,Safari Inds.,9/17/2024,2565.8
710,Safari Inds.,9/18/2024,2536.75
710,Safari Inds.,9/19/2024,2534.15
710,Safari Inds.,9/20/2024,2462.6
710,Safari Inds.,9/23/2024,2436.4
710,Safari Inds.,9/24/2024,2417.2
710,Safari Inds.,9/25/2024,2417.6
710,Safari Inds.,9/26/2024,2368.3
710,Safari Inds.,9/27/2024,2329.25
710,Safari Inds.,9/30/2024,2349.3
710,Safari Inds.,10/1/2024,2419
710,Safari Inds.,10/3/2024,2429.7
710,Safari Inds.,10/4/2024,2536.6
710,Safari Inds.,10/7/2024,2410.45
710,Safari Inds.,10/8/2024,2665.55
710,Safari Inds.,10/9/2024,2607.25
710,Safari Inds.,10/10/2024,2646.1
710,Safari Inds.,10/11/2024,2615.35
710,Safari Inds.,10/14/2024,2565.05
710,Safari Inds.,10/15/2024,2550
710,Safari Inds.,10/16/2024,2489.9
710,Safari Inds.,10/17/2024,2455.35
710,Safari Inds.,10/18/2024,2471.8
710,Safari Inds.,10/21/2024,2407.6
710,Safari Inds.,10/22/2024,2319.85
710,Safari Inds.,10/23/2024,2269.2
710,Safari Inds.,10/24/2024,2256.15
710,Safari Inds.,10/25/2024,2220.75
710,Safari Inds.,10/28/2024,2189.3
710,Safari Inds.,10/29/2024,2180.3
710,Safari Inds.,10/30/2024,2186.8
710,Safari Inds.,10/31/2024,2200
710,Safari Inds.,11/1/2024,2273.4
710,Safari Inds.,11/4/2024,2219.45
710,Safari Inds.,11/5/2024,2224.3
710,Safari Inds.,11/6/2024,2222.35
710,Safari Inds.,11/7/2024,2259.9
710,Safari Inds.,11/8/2024,2225.5
710,Safari Inds.,11/11/2024,2300.3
710,Safari Inds.,11/12/2024,2317.5
710,Safari Inds.,11/13/2024,2300.55
710,Safari Inds.,11/14/2024,2334.9
710,Safari Inds.,11/18/2024,2354.9
710,Safari Inds.,11/19/2024,2472.1
710,Safari Inds.,11/21/2024,2484.65
710,Safari Inds.,11/22/2024,2496.05
710,Safari Inds.,11/25/2024,2516.8
710,Safari Inds.,11/26/2024,2503.8
710,Safari Inds.,11/27/2024,2498.85
710,Safari Inds.,11/28/2024,2523.1
710,Safari Inds.,11/29/2024,2590.25
710,Safari Inds.,12/2/2024,2596.7
710,Safari Inds.,12/3/2024,2680
710,Safari Inds.,12/4/2024,2698.9
710,Safari Inds.,12/5/2024,2674.05
710,Safari Inds.,12/6/2024,2660.6
710,Safari Inds.,12/9/2024,2624.4
710,Safari Inds.,12/10/2024,2722.6
710,Safari Inds.,12/11/2024,2726.2
710,Safari Inds.,12/12/2024,2710.9
710,Safari Inds.,12/13/2024,2715.05
710,Safari Inds.,12/16/2024,2697.2
710,Safari Inds.,12/17/2024,2699.65
710,Safari Inds.,12/18/2024,2717.35
710,Safari Inds.,12/19/2024,2698.7
710,Safari Inds.,12/20/2024,2688.25
710,Safari Inds.,12/23/2024,2548.3
710,Safari Inds.,12/24/2024,2550.25
710,Safari Inds.,12/26/2024,2546.3
710,Safari Inds.,12/27/2024,2518.1
710,Safari Inds.,12/30/2024,2540.1
710,Safari Inds.,12/31/2024,2602.9
710,Safari Inds.,1/1/2025,2629
710,Safari Inds.,1/2/2025,2576.35
710,Safari Inds.,1/3/2025,2652.1
710,Safari Inds.,1/6/2025,2599.9
710,Safari Inds.,1/7/2025,2600.45
710,Safari Inds.,1/8/2025,2568.5
710,Safari Inds.,1/9/2025,2550.15
710,Safari Inds.,1/10/2025,2499.7
710,Safari Inds.,1/13/2025,2442.95
710,Safari Inds.,1/14/2025,2342.6
710,Safari Inds.,1/15/2025,2358.8
710,Safari Inds.,1/16/2025,2304.45
710,Safari Inds.,1/17/2025,2328.35
710,Safari Inds.,1/20/2025,2327.6
710,Safari Inds.,1/21/2025,2354.5
710,Safari Inds.,1/22/2025,2311.05
710,Safari Inds.,1/23/2025,2335.3
710,Safari Inds.,1/24/2025,2352.95
710,Safari Inds.,1/27/2025,2327.65
710,Safari Inds.,1/28/2025,2323.9
710,Safari Inds.,1/29/2025,2485.2
710,Safari Inds.,1/30/2025,2405.05
710,Safari Inds.,1/31/2025,2408.2
710,Safari Inds.,2/1/2025,2437.35
710,Safari Inds.,2/3/2025,2494.55
710,Safari Inds.,2/4/2025,2382.9
710,Safari Inds.,2/5/2025,2352.25
710,Safari Inds.,2/6/2025,2291.4
710,Safari Inds.,2/7/2025,2176.45
710,Safari Inds.,2/10/2025,2038.15
710,Safari Inds.,2/11/2025,2033.8
710,Safari Inds.,2/12/2025,1991.5
710,Safari Inds.,2/13/2025,2013.05
710,Safari Inds.,2/14/2025,1971
710,Safari Inds.,2/17/2025,1922.35
710,Safari Inds.,2/18/2025,1881.3
710,Safari Inds.,2/19/2025,1983.2
710,Safari Inds.,2/20/2025,2162.35
710,Safari Inds.,2/21/2025,2178.35
710,Safari Inds.,2/24/2025,2200.2
710,Safari Inds.,2/25/2025,2232.5
710,Safari Inds.,2/27/2025,2189.65
710,Safari Inds.,2/28/2025,2117.8
710,Safari Inds.,3/3/2025,2023.5
710,Safari Inds.,3/4/2025,2013
710,Safari Inds.,3/5/2025,2087.05
710,Safari Inds.,3/6/2025,2125.65
710,Safari Inds.,3/7/2025,2078.2
710,Safari Inds.,3/10/2025,1973.5
710,Safari Inds.,3/11/2025,2005.6
710,Safari Inds.,3/12/2025,1963.45
710,Safari Inds.,3/13/2025,1996.6
710,Safari Inds.,3/17/2025,1973.9
710,Safari Inds.,3/18/2025,2056.35
710,Safari Inds.,3/19/2025,2044.65
710,Safari Inds.,3/20/2025,2075.6
710,Safari Inds.,3/21/2025,2064.75
710,Safari Inds.,3/24/2025,2009.9
710,Safari Inds.,3/25/2025,1961.55
710,Safari Inds.,3/26/2025,1938.3
710,Safari Inds.,3/27/2025,1941.3
710,Safari Inds.,3/28/2025,1977.45
710,Safari Inds.,4/1/2025,1944.25
710,Safari Inds.,4/2/2025,1937.2
710,Safari Inds.,4/3/2025,1930.95
710,Safari Inds.,4/4/2025,1916.9
710,Safari Inds.,4/7/2025,1928.9
710,Safari Inds.,4/8/2025,1970.55
710,Safari Inds.,4/9/2025,1953.3
710,Safari Inds.,4/11/2025,2090.5
710,Safari Inds.,4/15/2025,2116
710,Safari Inds.,4/16/2025,2131.5
710,Safari Inds.,4/17/2025,2112.2
710,Safari Inds.,4/21/2025,2071.3
710,Safari Inds.,4/22/2025,2072.25
710,Safari Inds.,4/23/2025,2052.15
710,Safari Inds.,4/24/2025,2011.7
710,Safari Inds.,4/25/2025,1994.85
710,Safari Inds.,4/28/2025,1984.3
710,Safari Inds.,4/29/2025,2004.45
710,Safari Inds.,4/30/2025,1998.85
710,Safari Inds.,5/2/2025,1967.25
710,Safari Inds.,5/5/2025,1996.45
710,Safari Inds.,5/6/2025,1961.85
710,Safari Inds.,5/7/2025,2101.85
710,Safari Inds.,5/8/2025,2082.1
710,Safari Inds.,5/9/2025,2098.85
710,Safari Inds.,5/12/2025,2131.3
710,Safari Inds.,5/13/2025,2159.9
710,Safari Inds.,5/14/2025,2211.35
710,Safari Inds.,5/15/2025,2260.4
710,Safari Inds.,5/16/2025,2273.05
710,Safari Inds.,5/19/2025,2265.85
710,Safari Inds.,5/20/2025,2277.05
710,Safari Inds.,5/21/2025,2258.6
710,Safari Inds.,5/22/2025,2288.3
710,Safari Inds.,5/23/2025,2264.9
710,Safari Inds.,5/26/2025,2277.9
710,Safari Inds.,5/27/2025,2294.25
710,Safari Inds.,5/28/2025,2246.05
710,Safari Inds.,5/29/2025,2284.5
710,Safari Inds.,5/30/2025,2309.4
710,Safari Inds.,6/2/2025,2290.55
710,Safari Inds.,6/3/2025,2296.45
710,Safari Inds.,6/4/2025,2252.35
710,Safari Inds.,6/5/2025,2249.9
710,Safari Inds.,6/6/2025,2194.1
710,Safari Inds.,6/9/2025,2200.5
710,Safari Inds.,6/10/2025,2191.35
710,Safari Inds.,6/11/2025,2174.7
710,Safari Inds.,6/12/2025,2176.85
710,Safari Inds.,6/13/2025,2155.8
710,Safari Inds.,6/16/2025,2138.1
710,Safari Inds.,6/17/2025,2139.65
710,Safari Inds.,6/18/2025,2118.65
710,Safari Inds.,6/19/2025,2140.9
710,Safari Inds.,6/20/2025,2119.95
710,Safari Inds.,6/23/2025,2136.25
710,Safari Inds.,6/24/2025,2153.55
1016,Titan Company,6/21/2023,2969.75
1016,Titan Company,6/22/2023,2968.55
1016,Titan Company,6/23/2023,2939.15
1016,Titan Company,6/26/2023,2972.55
1016,Titan Company,6/27/2023,2976.2
1016,Titan Company,6/28/2023,3024.95
1016,Titan Company,6/30/2023,3048.6
1016,Titan Company,7/3/2023,3037.85
1016,Titan Company,7/4/2023,3074.6
1016,Titan Company,7/5/2023,3100.05
1016,Titan Company,7/6/2023,3105.7
1016,Titan Company,7/7/2023,3144.75
1016,Titan Company,7/10/2023,3044.1
1016,Titan Company,7/11/2023,3088.35
1016,Titan Company,7/12/2023,3095.45
1016,Titan Company,7/13/2023,3085.35
1016,Titan Company,7/14/2023,3055.4
1016,Titan Company,7/17/2023,3034
1016,Titan Company,7/18/2023,2995.15
1016,Titan Company,7/19/2023,2996.45
1016,Titan Company,7/20/2023,2988.35
1016,Titan Company,7/21/2023,2975.8
1016,Titan Company,7/24/2023,2978.85
1016,Titan Company,7/25/2023,3029.45
1016,Titan Company,7/26/2023,3008.5
1016,Titan Company,7/27/2023,3000.65
1016,Titan Company,7/28/2023,2988.2
1016,Titan Company,7/31/2023,3005.8
1016,Titan Company,8/1/2023,3001.1
1016,Titan Company,8/2/2023,2978.45
1016,Titan Company,8/3/2023,2902.3
1016,Titan Company,8/4/2023,2903.6
1016,Titan Company,8/7/2023,2904.95
1016,Titan Company,8/8/2023,2920.8
1016,Titan Company,8/9/2023,2955.4
1016,Titan Company,8/10/2023,2989.6
1016,Titan Company,8/11/2023,3015.85
1016,Titan Company,8/14/2023,3009.75
1016,Titan Company,8/16/2023,3009.35
1016,Titan Company,8/17/2023,3072.4
1016,Titan Company,8/18/2023,3049.15
1016,Titan Company,8/21/2023,3078.6
1016,Titan Company,8/22/2023,3075.1
1016,Titan Company,8/23/2023,3068
1016,Titan Company,8/24/2023,3059.5
1016,Titan Company,8/25/2023,3066.25
1016,Titan Company,8/28/2023,3049.3
1016,Titan Company,8/29/2023,3079
1016,Titan Company,8/30/2023,3078.35
1016,Titan Company,8/31/2023,3107.15
1016,Titan Company,9/1/2023,3115.95
1016,Titan Company,9/4/2023,3099.25
1016,Titan Company,9/5/2023,3135.95
1016,Titan Company,9/6/2023,3175.25
1016,Titan Company,9/7/2023,3172.3
1016,Titan Company,9/8/2023,3199.35
1016,Titan Company,9/11/2023,3213.1
1016,Titan Company,9/12/2023,3185.9
1016,Titan Company,9/13/2023,3262.85
1016,Titan Company,9/14/2023,3260.65
1016,Titan Company,9/15/2023,3250.45
1016,Titan Company,9/18/2023,3339.2
1016,Titan Company,9/20/2023,3307.25
1016,Titan Company,9/21/2023,3302.45
1016,Titan Company,9/22/2023,3273.1
1016,Titan Company,9/25/2023,3286.8
1016,Titan Company,9/26/2023,3262.3
1016,Titan Company,9/27/2023,3213.9
1016,Titan Company,9/28/2023,3160.55
1016,Titan Company,9/29/2023,3149.6
1016,Titan Company,10/3/2023,3196.85
1016,Titan Company,10/4/2023,3166.7
1016,Titan Company,10/5/2023,3215.4
1016,Titan Company,10/6/2023,3311.15
1016,Titan Company,10/9/2023,3266.75
1016,Titan Company,10/10/2023,3267.85
1016,Titan Company,10/11/2023,3279.7
1016,Titan Company,10/12/2023,3284.3
1016,Titan Company,10/13/2023,3284
1016,Titan Company,10/16/2023,3300.1
1016,Titan Company,10/17/2023,3309.6
1016,Titan Company,10/18/2023,3283.05
1016,Titan Company,10/19/2023,3284.3
1016,Titan Company,10/20/2023,3265.85
1016,Titan Company,10/23/2023,3220.35
1016,Titan Company,10/25/2023,3188.7
1016,Titan Company,10/26/2023,3100.6
1016,Titan Company,10/27/2023,3120.2
1016,Titan Company,10/30/2023,3116.9
1016,Titan Company,10/31/2023,3188.75
1016,Titan Company,11/1/2023,3173.85
1016,Titan Company,11/2/2023,3201.3
1016,Titan Company,11/3/2023,3272.55
1016,Titan Company,11/6/2023,3266.45
1016,Titan Company,11/7/2023,3270.55
1016,Titan Company,11/8/2023,3311.2
1016,Titan Company,11/9/2023,3284.45
1016,Titan Company,11/10/2023,3256.35
1016,Titan Company,11/12/2023,3279.25
1016,Titan Company,11/13/2023,3264.75
1016,Titan Company,11/15/2023,3296.3
1016,Titan Company,11/16/2023,3335.4
1016,Titan Company,11/17/2023,3338.25
1016,Titan Company,11/20/2023,3345.85
1016,Titan Company,11/21/2023,3394.15
1016,Titan Company,11/22/2023,3429.65
1016,Titan Company,11/23/2023,3407
1016,Titan Company,11/24/2023,3398.6
1016,Titan Company,11/28/2023,3442.05
1016,Titan Company,11/29/2023,3427.25
1016,Titan Company,11/30/2023,3491.95
1016,Titan Company,12/1/2023,3488.55
1016,Titan Company,12/4/2023,3487.7
1016,Titan Company,12/5/2023,3546.3
1016,Titan Company,12/6/2023,3546.8
1016,Titan Company,12/7/2023,3585.65
1016,Titan Company,12/8/2023,3634.7
1016,Titan Company,12/11/2023,3630.9
1016,Titan Company,12/12/2023,3568.75
1016,Titan Company,12/13/2023,3602.4
1016,Titan Company,12/14/2023,3591.05
1016,Titan Company,12/15/2023,3600.75
1016,Titan Company,12/18/2023,3618.55
1016,Titan Company,12/19/2023,3612
1016,Titan Company,12/20/2023,3553.05
1016,Titan Company,12/21/2023,3579.5
1016,Titan Company,12/22/2023,3624.25
1016,Titan Company,12/26/2023,3655.75
1016,Titan Company,12/27/2023,3688.55
1016,Titan Company,12/28/2023,3716.45
1016,Titan Company,12/29/2023,3675.95
1016,Titan Company,1/1/2024,3675.05
1016,Titan Company,1/2/2024,3696.8
1016,Titan Company,1/3/2024,3692.6
1016,Titan Company,1/4/2024,3721.25
1016,Titan Company,1/5/2024,3710.05
1016,Titan Company,1/8/2024,3705.7
1016,Titan Company,1/9/2024,3691.85
1016,Titan Company,1/10/2024,3714.35
1016,Titan Company,1/11/2024,3698.85
1016,Titan Company,1/12/2024,3724.2
1016,Titan Company,1/15/2024,3758.75
1016,Titan Company,1/16/2024,3819.3
1016,Titan Company,1/17/2024,3830
1016,Titan Company,1/18/2024,3736.05
1016,Titan Company,1/19/2024,3809.6
1016,Titan Company,1/20/2024,3784.95
1016,Titan Company,1/23/2024,3737.15
1016,Titan Company,1/24/2024,3765.05
1016,Titan Company,1/25/2024,3770.2
1016,Titan Company,1/29/2024,3866.05
1016,Titan Company,1/30/2024,3735.85
1016,Titan Company,1/31/2024,3697.4
1016,Titan Company,2/1/2024,3626
1016,Titan Company,2/2/2024,3613.75
1016,Titan Company,2/5/2024,3552.6
1016,Titan Company,2/6/2024,3559.75
1016,Titan Company,2/7/2024,3576.75
1016,Titan Company,2/8/2024,3549
1016,Titan Company,2/9/2024,3590.6
1016,Titan Company,2/12/2024,3584
1016,Titan Company,2/13/2024,3559.25
1016,Titan Company,2/14/2024,3586.55
1016,Titan Company,2/15/2024,3621.7
1016,Titan Company,2/16/2024,3656.6
1016,Titan Company,2/19/2024,3693.3
1016,Titan Company,2/20/2024,3682.4
1016,Titan Company,2/21/2024,3653.5
1016,Titan Company,2/22/2024,3651.8
1016,Titan Company,2/23/2024,3692.95
1016,Titan Company,2/26/2024,3621.05
1016,Titan Company,2/27/2024,3652.55
1016,Titan Company,2/28/2024,3592.6
1016,Titan Company,2/29/2024,3629.35
1016,Titan Company,3/1/2024,3764.7
1016,Titan Company,3/2/2024,3764.45
1016,Titan Company,3/4/2024,3731.85
1016,Titan Company,3/5/2024,3752.9
1016,Titan Company,3/6/2024,3809.85
1016,Titan Company,3/7/2024,3787.5
1016,Titan Company,3/11/2024,3750.05
1016,Titan Company,3/12/2024,3749.8
1016,Titan Company,3/13/2024,3627.25
1016,Titan Company,3/14/2024,3640.85
1016,Titan Company,3/15/2024,3633
1016,Titan Company,3/18/2024,3581
1016,Titan Company,3/19/2024,3582.55
1016,Titan Company,3/20/2024,3592.45
1016,Titan Company,3/21/2024,3628.95
1016,Titan Company,3/22/2024,3709.15
1016,Titan Company,3/26/2024,3700.15
1016,Titan Company,3/27/2024,3761.2
1016,Titan Company,3/28/2024,3804.75
1016,Titan Company,4/1/2024,3737.95
1016,Titan Company,4/2/2024,3756.7
1016,Titan Company,4/3/2024,3713
1016,Titan Company,4/4/2024,3783.05
1016,Titan Company,4/5/2024,3754.85
1016,Titan Company,4/8/2024,3747.7
1016,Titan Company,4/9/2024,3679.7
1016,Titan Company,4/10/2024,3708.65
1016,Titan Company,4/12/2024,3619.7
1016,Titan Company,4/15/2024,3601.55
1016,Titan Company,4/16/2024,3647.05
1016,Titan Company,4/18/2024,3526.4
1016,Titan Company,4/19/2024,3562.85
1016,Titan Company,4/22/2024,3597.8
1016,Titan Company,4/23/2024,3629.65
1016,Titan Company,4/24/2024,3607.55
1016,Titan Company,4/25/2024,3572.65
1016,Titan Company,4/26/2024,3584.4
1016,Titan Company,4/29/2024,3605.15
1016,Titan Company,4/30/2024,3589.15
1016,Titan Company,5/2/2024,3569.5
1016,Titan Company,5/3/2024,3535.4
1016,Titan Company,5/6/2024,3281.65
1016,Titan Company,5/7/2024,3276.25
1016,Titan Company,5/8/2024,3260.05
1016,Titan Company,5/9/2024,3244.2
1016,Titan Company,5/10/2024,3291.1
1016,Titan Company,5/13/2024,3254.2
1016,Titan Company,5/14/2024,3289.1
1016,Titan Company,5/15/2024,3268.5
1016,Titan Company,5/16/2024,3339.55
1016,Titan Company,5/17/2024,3361.35
1016,Titan Company,5/18/2024,3360.8
1016,Titan Company,5/21/2024,3375
1016,Titan Company,5/22/2024,3384.15
1016,Titan Company,5/23/2024,3450.35
1016,Titan Company,5/24/2024,3414.05
1016,Titan Company,5/27/2024,3403.65
1016,Titan Company,5/28/2024,3409.15
1016,Titan Company,5/29/2024,3376.9
1016,Titan Company,5/30/2024,3270
1016,Titan Company,5/31/2024,3242.65
1016,Titan Company,6/3/2024,3261.25
1016,Titan Company,6/4/2024,3239.75
1016,Titan Company,6/5/2024,3317
1016,Titan Company,6/6/2024,3323.55
1016,Titan Company,6/7/2024,3443.45
1016,Titan Company,6/10/2024,3420.15
1016,Titan Company,6/11/2024,3408.25
1016,Titan Company,6/12/2024,3381.05
1016,Titan Company,6/13/2024,3471.75
1016,Titan Company,6/14/2024,3527.6
1016,Titan Company,6/18/2024,3586.2
1016,Titan Company,6/19/2024,3461.65
1016,Titan Company,6/20/2024,3433.45
1016,Titan Company,6/21/2024,3398.45
1016,Titan Company,6/24/2024,3413.3
1016,Titan Company,6/25/2024,3401.9
1016,Titan Company,6/26/2024,3372.65
1016,Titan Company,6/27/2024,3380.4
1016,Titan Company,6/28/2024,3406.1
1016,Titan Company,7/1/2024,3431.9
1016,Titan Company,7/2/2024,3399.8
1016,Titan Company,7/3/2024,3360.9
1016,Titan Company,7/4/2024,3335.75
1016,Titan Company,7/5/2024,3269.3
1016,Titan Company,7/8/2024,3153.7
1016,Titan Company,7/9/2024,3215.55
1016,Titan Company,7/10/2024,3223.95
1016,Titan Company,7/11/2024,3249.3
1016,Titan Company,7/12/2024,3231.4
1016,Titan Company,7/15/2024,3223.85
1016,Titan Company,7/16/2024,3233.9
1016,Titan Company,7/18/2024,3261.95
1016,Titan Company,7/19/2024,3258.7
1016,Titan Company,7/22/2024,3252.6
1016,Titan Company,7/23/2024,3468.15
1016,Titan Company,7/24/2024,3472.95
1016,Titan Company,7/25/2024,3405.25
1016,Titan Company,7/26/2024,3495.45
1016,Titan Company,7/29/2024,3412.2
1016,Titan Company,7/30/2024,3468.2
1016,Titan Company,7/31/2024,3457.85
1016,Titan Company,8/1/2024,3468.5
1016,Titan Company,8/2/2024,3463.15
1016,Titan Company,8/5/2024,3374.2
1016,Titan Company,8/6/2024,3336.9
1016,Titan Company,8/7/2024,3326.35
1016,Titan Company,8/8/2024,3295.6
1016,Titan Company,8/9/2024,3331.75
1016,Titan Company,8/12/2024,3325
1016,Titan Company,8/13/2024,3384.3
1016,Titan Company,8/14/2024,3402.2
1016,Titan Company,8/16/2024,3444.35
1016,Titan Company,8/19/2024,3463.95
1016,Titan Company,8/20/2024,3474.45
1016,Titan Company,8/21/2024,3559.65
1016,Titan Company,8/22/2024,3603.4
1016,Titan Company,8/23/2024,3568.55
1016,Titan Company,8/26/2024,3630.2
1016,Titan Company,8/27/2024,3550.7
1016,Titan Company,8/28/2024,3528.1
1016,Titan Company,8/29/2024,3534.75
1016,Titan Company,8/30/2024,3567.15
1016,Titan Company,9/2/2024,3586.55
1016,Titan Company,9/3/2024,3619.75
1016,Titan Company,9/4/2024,3609
1016,Titan Company,9/5/2024,3721.4
1016,Titan Company,9/6/2024,3693.8
1016,Titan Company,9/9/2024,3684.1
1016,Titan Company,9/10/2024,3727.95
1016,Titan Company,9/11/2024,3711.25
1016,Titan Company,9/12/2024,3763.4
1016,Titan Company,9/13/2024,3767.65
1016,Titan Company,9/16/2024,3737.95
1016,Titan Company,9/17/2024,3770.25
1016,Titan Company,9/18/2024,3723.65
1016,Titan Company,9/19/2024,3781.6
1016,Titan Company,9/20/2024,3798.7
1016,Titan Company,9/23/2024,3819.1
1016,Titan Company,9/24/2024,3783.25
1016,Titan Company,9/25/2024,3738.45
1016,Titan Company,9/26/2024,3757.8
1016,Titan Company,9/27/2024,3814.3
1016,Titan Company,9/30/2024,3821.6
1016,Titan Company,10/1/2024,3774.55
1016,Titan Company,10/3/2024,3677.05
1016,Titan Company,10/4/2024,3663.2
1016,Titan Company,10/7/2024,3587.35
1016,Titan Company,10/8/2024,3494.45
1016,Titan Company,10/9/2024,3494.05
1016,Titan Company,10/10/2024,3447.6
1016,Titan Company,10/11/2024,3475.1
1016,Titan Company,10/14/2024,3497.7
1016,Titan Company,10/15/2024,3508.05
1016,Titan Company,10/16/2024,3469.15
1016,Titan Company,10/17/2024,3400.15
1016,Titan Company,10/18/2024,3379.8
1016,Titan Company,10/21/2024,3362.8
1016,Titan Company,10/22/2024,3331.45
1016,Titan Company,10/23/2024,3289.85
1016,Titan Company,10/24/2024,3332.05
1016,Titan Company,10/25/2024,3265.55
1016,Titan Company,10/28/2024,3286.55
1016,Titan Company,10/29/2024,3283.85
1016,Titan Company,10/30/2024,3307.4
1016,Titan Company,10/31/2024,3269.1
1016,Titan Company,11/1/2024,3293.55
1016,Titan Company,11/4/2024,3225.65
1016,Titan Company,11/5/2024,3233.05
1016,Titan Company,11/6/2024,3177.5
1016,Titan Company,11/7/2024,3119.95
1016,Titan Company,11/8/2024,3186.35
1016,Titan Company,11/11/2024,3206.8
1016,Titan Company,11/12/2024,3194.9
1016,Titan Company,11/13/2024,3187.1
1016,Titan Company,11/14/2024,3184
