Date,Astral,Blue Star,Britannia Inds.,Cera Sanitary.,CRISIL,eClerx Services,H.G. Infra Engg.,Ingersoll-Rand,ITC,KEI Industries,LTIMindtree,Nestle India,Persistent Sys,Ramkrishna Forg.,Tube Investments,UTI AMC,P I Industries,Akzo Nobel,Apollo Tyres,Kirloskar Oil,Safari Inds.,Godfrey Phillips,Wendt India,Narayana Hrudaya,Polycab India,AIA Engineering,Marksans Pharma,Nippon Life Ind.,Tata Elxsi,Elantas Beck,Praj Industries,Torrent Power,Dixon Technolog.,Finolex Cables,Titan Company,I O C L,Cummins India,Neuland Labs.,Vesuvius India,Time Technoplast,J B Chemicals &,NCC,Colgate-Palmoliv,Jyothy Labs,Mahanagar Gas,Dr Lal Pathlabs,TVS Motor Co.,Ganesha Ecosphe.,Shaily Engineer.,Thangamayil Jew.,Himadri Special,Natco Pharma,Uno Minda,Lumax Auto Tech.,S P Apparels,V-Guard Industri,Coromandel Inter,Gabriel India,EID Parry,Pidilite Inds.,Zydus Wellness,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,Nifty 500
2023-06-21,1985.3,799.85,5074.6,7970.15,3908.5,1734.35,859.0,3027.35,450.6,2244.4,4992.55,2285.025,2466.68,469.45,3169.75,685.4,3978.95,2449.95,419.35,415.7,1508.08,1706.1,9799.25,1050.35,3420.15,3346.7,94.76,254.65,7793.45,6482.35,385.7,660.4,4586.7,828.0,2969.75,91.98,1857.75,2869.75,232.99,119.7,1180.15,122.1,1653.15,215.85,1039.3,2229.35,1350.4,1081.35,325.21,746.76,135.2,624.45,587.0,351.25,452.25,262.95,942.25,187.15,477.95,2671.3,1501.55,594.1,1227.15,625.91,2061.0,153.72,16240.95
2023-06-22,1952.65,798.1,4990.1,7763.75,3825.95,1757.25,867.75,2949.25,423.38,2351.5,5022.35,2252.88,2428.15,456.3,3220.1,684.45,3863.8,2450.65,415.1,406.5,1495.0,1699.05,9770.95,1015.2,3485.65,3319.95,91.8,253.95,7669.35,6485.0,383.15,653.2,4445.95,822.7,2968.55,91.94,1845.4,2770.75,230.49,118.95,1195.15,122.5,1636.9,213.35,1037.6,2181.35,1325.6,1110.55,301.7,738.52,134.1,626.95,586.0,344.55,454.1,263.9,950.3,190.0,482.4,2636.25,1492.8,583.45,1218.2,625.34,2060.3,154.08,16140.8
2023-06-23,1929.3,785.15,4955.75,7687.7,3773.0,1689.75,861.25,2950.05,420.64,2339.8,4961.5,2251.14,2403.35,428.1,3336.35,683.45,3810.15,2453.9,416.1,392.1,1458.83,1677.45,9762.65,980.25,3427.0,3312.1,92.59,250.65,7481.6,6394.95,375.65,641.35,4327.2,812.1,2939.15,89.33,1850.5,2794.3,229.3,119.01,1154.3,119.4,1630.95,211.9,1017.1,2106.8,1301.7,1090.15,298.89,725.08,130.95,675.7,580.55,335.95,447.35,264.9,928.3,188.85,483.15,2656.75,1476.75,578.75,1194.8,624.71,2000.8,155.14,16011.8
2023-06-26,1943.05,786.05,4999.75,7630.65,3884.0,1751.4,858.25,2948.3,421.3,2242.0,5004.75,2262.8,2479.0,451.45,3196.1,694.15,3854.45,2433.25,403.9,391.95,1474.0,1624.85,9708.15,1010.55,3468.95,3324.85,91.11,256.3,7508.05,6376.8,370.0,631.9,4445.4,799.1,2972.55,89.57,1869.7,2864.95,227.09,117.77,1169.43,118.75,1667.05,216.1,1028.25,2168.25,1290.0,1116.55,297.41,721.11,132.1,695.85,584.6,338.45,445.45,274.8,936.3,187.7,473.85,2632.65,1492.8,608.65,1196.15,621.11,2057.55,164.99,16066.15
2023-06-27,1954.0,779.0,4955.2,7616.25,3868.1,1691.95,868.45,2944.7,421.11,2342.6,5166.6,2262.21,2444.13,459.8,3134.35,696.55,3837.6,2440.25,398.95,393.35,1465.63,1646.65,9872.55,1022.35,3475.0,3304.1,91.29,258.1,7544.15,6495.6,370.15,626.95,4390.3,783.8,2976.2,89.31,1881.25,2876.35,225.31,123.84,1166.4,120.9,1692.75,215.85,1044.35,2220.1,1305.25,1110.95,299.02,720.94,132.7,685.7,575.5,343.9,451.75,283.85,937.8,187.65,470.0,2620.35,1487.0,613.7,1228.75,616.25,2080.65,165.5,16163.5
2023-06-28,1980.8,768.4,4993.65,7695.75,3829.4,1684.45,870.25,2941.1,424.99,2319.8,5090.75,2273.67,2438.73,467.7,3147.35,724.75,3876.05,2436.05,407.9,384.7,1480.15,1642.7,9961.5,984.85,3616.4,3255.1,92.37,258.55,7575.6,6509.95,377.6,618.85,4360.9,800.25,3024.95,90.55,1912.25,2864.4,229.23,123.63,1173.73,120.45,1689.1,211.15,1034.5,2207.15,1328.55,1115.65,301.85,724.35,134.15,692.1,572.8,352.25,477.2,284.8,941.45,190.9,463.95,2598.85,1480.05,596.1,1212.1,620.48,2085.8,167.16,16277.2
2023-06-30,1983.15,762.6,5022.45,7647.75,3905.7,1711.2,854.85,2860.0,427.26,2316.95,5198.2,2288.3,2504.93,444.5,3171.85,784.8,3922.55,2430.7,406.7,391.2,1486.88,1687.15,10327.75,993.7,3552.15,3202.5,91.3,288.3,7584.05,6427.75,378.05,617.05,4389.9,858.7,3048.6,91.25,1942.6,2830.65,239.84,118.49,1183.15,122.1,1689.7,216.25,1048.75,2258.65,1324.95,1080.8,296.28,735.25,132.7,693.0,581.05,353.1,465.0,285.0,948.05,196.25,462.65,2597.65,1484.65,610.3,1206.1,621.04,2078.3,161.93,16430.0
2023-07-03,1964.3,767.1,5006.3,7638.25,3868.75,1646.85,865.3,2791.4,437.95,2295.75,5210.3,2262.92,2424.9,439.55,3182.1,784.45,3862.85,2445.35,397.1,397.55,1506.9,1696.05,10085.75,983.85,3524.1,3159.2,92.73,285.8,7547.3,6500.75,376.75,606.0,4357.5,858.5,3037.85,95.38,1888.7,2841.05,251.89,119.7,1181.4,121.75,1689.15,223.0,1080.8,2252.6,1318.4,1055.4,300.56,739.73,131.0,695.25,570.75,353.2,446.9,286.95,963.8,193.55,459.75,2571.35,1483.65,601.25,1277.9,627.1,2072.6,160.76,16527.95
2023-07-04,1924.25,773.8,5008.1,7663.65,3893.1,1640.35,861.3,2776.15,440.79,2327.55,5254.7,2262.27,2434.03,447.2,3170.65,781.35,3843.15,2426.6,397.25,403.6,1487.0,1705.8,10034.4,989.9,3508.7,3127.9,92.73,285.15,7512.6,6435.25,370.05,590.6,4359.1,840.7,3074.6,94.61,1855.5,2965.6,236.66,118.7,1175.85,120.95,1706.95,231.75,1071.5,2238.2,1303.0,1062.1,295.77,728.08,128.5,692.9,558.1,352.1,447.9,283.8,956.95,194.5,463.5,2573.25,1481.85,608.3,1328.55,630.2,2041.2,162.3,16556.05
2023-07-05,1869.65,787.8,5096.1,7627.5,3904.0,1615.2,871.75,2759.65,449.16,2328.55,5240.7,2288.2,2428.45,444.4,3157.7,809.75,3855.1,2483.15,399.1,399.75,1458.15,1738.6,10028.5,990.3,3551.6,3185.5,93.66,285.15,7548.55,6298.25,369.05,609.65,4205.75,839.0,3100.05,95.52,1875.75,3086.3,240.36,126.25,1151.33,123.0,1793.35,235.95,1079.8,2290.6,1320.8,1043.4,296.91,729.05,129.35,679.65,560.3,359.35,446.35,280.35,961.15,198.9,467.45,2610.05,1481.2,637.65,1358.65,631.76,2092.3,163.0,16597.2
2023-07-06,1841.95,789.85,5168.75,7541.45,3866.65,1678.3,885.25,2767.7,448.17,2311.7,5178.9,2309.66,2444.95,448.55,3204.85,810.05,3853.7,2481.75,411.15,400.1,1474.18,1723.55,10063.6,1013.2,3561.55,3214.25,94.01,286.55,7533.95,6372.55,370.55,639.9,4260.8,828.4,3105.7,98.6,1916.0,3102.25,245.2,128.75,1155.5,129.0,1780.35,237.5,1105.0,2337.75,1314.6,1019.7,298.12,745.45,129.4,696.45,557.65,360.15,453.35,280.8,975.55,202.3,465.95,2649.4,1482.3,634.15,1384.25,636.37,2498.1,163.53,16695.05
2023-07-07,1787.85,789.95,5056.8,7599.85,3827.95,1690.55,885.55,2762.85,443.06,2307.4,5116.55,2288.22,2411.38,446.6,3184.55,797.5,3760.6,2516.8,418.2,392.0,1484.08,1727.5,10154.9,1009.1,3509.7,3207.2,93.67,286.2,7544.7,6325.55,397.45,633.9,4244.5,822.6,3144.75,99.25,1902.6,3097.15,250.43,127.85,1150.88,127.25,1765.5,238.0,1111.75,2360.45,1322.05,1018.45,300.03,791.78,128.9,681.25,569.25,365.8,457.0,286.65,961.6,204.2,467.55,2612.4,1481.8,630.45,1354.6,633.08,2408.9,163.7,16564.9
2023-07-10,1786.65,790.1,5030.7,7509.2,3829.15,1752.9,879.0,2730.25,440.65,2300.5,4999.35,2257.86,2372.33,440.3,3141.85,792.8,3678.3,2685.8,428.95,389.9,1492.43,1682.3,10117.75,1019.5,3546.05,3190.55,91.36,286.85,7479.1,6300.0,409.15,618.55,4240.55,807.75,3044.1,97.38,1893.9,2902.95,252.33,130.55,1167.55,125.75,1779.2,237.8,1099.7,2391.95,1309.25,1034.35,295.23,800.75,127.35,684.0,575.6,367.25,443.15,289.75,960.65,201.75,467.75,2595.25,1470.4,675.55,1348.65,629.8,2502.15,180.16,16553.75
2023-07-11,1781.4,791.25,5080.75,7272.75,3819.85,1774.65,880.65,2849.7,447.41,2363.45,4923.85,2290.98,2359.88,442.65,3219.65,798.9,3660.7,2697.3,433.2,412.05,1529.75,1662.8,10268.35,1026.9,3780.05,3333.25,93.41,293.05,7439.1,6220.35,408.0,622.35,4385.75,820.2,3088.35,98.02,1889.6,2998.8,251.55,133.4,1223.45,127.35,1799.0,235.35,1112.65,2432.8,1340.65,1036.8,291.93,799.78,131.5,673.6,581.9,369.75,441.45,290.3,965.25,202.8,468.3,2635.9,1472.5,679.1,1334.7,630.43,2462.1,184.64,16648.0
2023-07-12,1839.85,784.3,5071.8,7140.1,3830.0,1738.25,874.15,2848.75,446.84,2422.3,4814.65,2305.6,2346.4,464.55,3283.55,805.75,3658.55,2721.85,432.7,400.05,1535.48,1642.0,10322.2,1028.6,3801.75,3330.95,101.92,297.3,7431.85,6258.3,409.05,626.4,4336.4,819.9,3095.45,97.9,1900.75,2964.1,249.13,133.8,1302.35,135.85,1797.3,235.15,1112.65,2381.05,1339.45,1057.15,289.56,810.24,133.25,670.9,590.1,366.85,457.7,290.85,959.0,206.3,459.55,2618.5,1475.85,682.35,1393.7,628.5,2487.15,181.19,16641.05
2023-07-13,1844.85,793.1,5091.9,7161.75,3860.25,1698.9,867.65,2859.85,446.51,2431.35,4892.85,2282.08,2379.15,456.35,3230.45,814.05,3610.8,2739.7,424.1,400.95,1520.0,1632.4,10011.95,1018.75,3814.85,3358.0,98.87,292.35,7560.8,6121.35,398.6,612.1,4295.45,863.4,3085.35,96.22,1890.85,2883.35,251.67,132.85,1258.38,131.3,1806.35,231.9,1084.5,2355.2,1329.95,1045.15,285.15,794.86,134.7,682.1,586.45,364.95,463.8,285.45,935.25,204.0,454.65,2617.05,1461.0,707.8,1359.4,620.49,2475.25,188.21,16623.9
2023-07-14,1850.2,792.65,5146.0,7034.6,3838.35,1726.05,870.35,2879.5,447.13,2447.5,5094.05,2312.52,2460.13,466.75,3285.5,831.85,3627.25,2746.45,415.9,403.95,1488.68,1648.25,10161.5,1040.75,3875.75,3364.45,103.48,297.1,7734.05,6150.85,406.35,611.45,4319.9,874.4,3055.4,96.54,1917.35,2967.15,264.87,132.9,1284.0,137.25,1835.85,233.6,1082.15,2354.95,1348.8,1037.4,289.5,779.48,142.95,713.55,585.9,385.15,486.1,283.4,944.6,203.0,454.35,2623.1,1451.0,700.1,1380.9,625.16,2421.35,186.43,16765.45
2023-07-17,1836.45,792.25,5130.9,7175.05,3876.45,1829.25,874.5,2807.25,446.61,2422.7,5133.95,2306.88,2479.03,482.85,3264.15,828.4,3687.65,2766.1,416.0,408.5,1485.95,1638.75,10313.2,1037.05,3912.05,3358.8,106.3,298.25,7710.85,6052.75,425.5,609.65,4333.05,866.0,3034.0,97.37,1900.05,2941.3,266.94,138.1,1285.45,137.45,1838.25,236.9,1074.95,2340.0,1342.45,1052.85,286.8,834.88,141.9,719.0,579.6,377.9,490.15,289.75,961.2,201.5,463.9,2639.0,1469.5,716.65,1378.95,621.55,2451.45,189.12,16872.05
2023-07-18,1840.2,788.85,5062.4,7390.8,3908.65,1807.35,871.1,2817.8,446.94,2440.85,5001.65,2298.81,2487.7,488.35,3253.95,817.1,3640.4,2746.1,419.85,420.25,1531.15,1643.5,10163.2,1036.05,4127.9,3493.2,112.52,298.45,7542.85,6103.0,421.8,617.95,4323.7,895.85,2995.15,97.53,1911.85,3173.7,257.23,136.85,1253.45,138.5,1838.1,235.7,1060.25,2360.45,1346.0,1051.8,277.22,843.26,144.4,713.9,574.6,372.4,497.45,286.25,956.5,200.1,457.95,2657.8,1481.7,705.95,1391.35,625.52,2401.0,195.89,16872.0
2023-07-19,1908.3,793.55,5063.0,7690.05,3868.95,1796.9,877.45,2858.1,452.99,2561.2,4989.55,2293.72,2569.58,498.05,3193.1,803.15,3648.15,2682.15,419.6,420.35,1516.4,1635.5,10372.35,1038.9,4309.3,3526.45,110.66,296.8,7554.45,6138.8,423.8,625.55,4330.35,977.9,2996.45,98.19,1939.55,3132.5,270.76,138.3,1263.18,140.55,1828.6,237.65,1064.3,2345.65,1334.0,1044.5,286.17,852.75,141.45,714.6,571.8,371.9,499.5,288.8,951.05,201.55,454.2,2685.4,1475.2,705.6,1378.8,629.54,2382.0,200.96,16953.5
2023-07-20,1889.05,791.9,5051.05,7706.3,3905.75,1763.35,914.35,2811.1,465.57,2568.9,4979.5,2299.41,2521.38,496.6,3165.25,827.2,3642.0,2684.8,419.25,417.9,1520.73,1643.2,10737.95,1029.05,4715.1,3511.05,108.9,311.35,7504.0,6127.15,416.2,614.65,4267.15,996.8,2988.35,98.8,1916.05,3223.15,270.95,136.8,1251.63,138.7,1837.65,248.8,1065.8,2350.25,1345.5,1034.2,279.16,851.39,140.05,753.6,571.65,368.95,502.1,288.8,964.55,208.5,462.75,2677.35,1503.0,693.4,1338.35,619.73,2486.1,198.82,17042.55
2023-07-21,1922.15,788.85,5045.0,7608.9,3895.25,1773.5,935.35,2775.7,463.4,2568.7,4922.75,2297.51,2374.83,505.55,3216.2,814.95,3673.95,2675.55,418.25,413.15,1525.3,1631.6,10152.55,1030.35,4586.3,3512.15,109.5,312.25,7311.3,6109.15,416.7,613.25,4176.25,1002.9,2975.8,99.32,1881.95,3295.15,274.58,136.85,1255.93,140.2,1832.7,242.6,1065.5,2286.1,1342.65,1040.7,282.33,836.43,141.05,767.9,570.4,363.65,471.7,283.65,981.3,213.75,469.45,2661.75,1477.0,694.9,1400.2,617.53,2428.75,219.49,16904.3
2023-07-24,1891.4,785.25,4969.85,7668.05,3826.45,1776.4,924.4,2859.7,445.47,2622.3,4879.8,2283.4,2387.35,520.9,3174.35,812.9,3624.55,2659.7,414.55,417.35,1513.2,1648.55,12164.65,1035.3,4698.4,3555.7,105.51,315.7,7253.85,6259.9,423.45,603.85,4015.0,1025.5,2978.85,99.79,1902.2,3210.25,265.49,137.7,1220.03,138.2,1889.6,242.25,1049.35,2343.5,1306.5,1051.0,280.14,973.96,139.15,769.25,568.3,362.65,459.6,284.4,969.2,215.6,480.45,2653.75,1475.5,703.1,1405.65,617.22,2439.7,220.65,16865.15
2023-07-25,1886.5,775.5,4885.25,7843.95,3798.05,1729.2,943.7,2867.1,437.24,2590.35,4866.7,2275.84,2341.63,540.7,3135.4,809.9,3574.05,2645.8,419.95,413.95,1537.38,1687.2,11670.15,1050.6,4692.2,3498.65,105.87,315.45,7225.8,6341.0,414.9,611.2,4113.95,986.85,3029.45,99.06,1923.3,3275.6,261.64,135.4,1243.2,137.55,1897.6,290.7,1088.8,2381.65,1384.15,1036.5,280.7,1008.25,138.65,779.9,582.9,369.7,469.95,281.0,967.85,216.95,486.85,2607.65,1468.95,722.5,1386.05,608.92,2477.0,224.84,16896.9
2023-07-26,1892.1,779.7,4984.35,7781.9,3820.9,1697.05,949.35,2858.45,446.61,2478.1,4859.75,2280.45,2330.9,563.0,3110.75,814.45,3595.6,2713.75,425.4,417.1,1537.5,1724.55,11535.15,1038.8,4674.95,3476.35,116.07,311.7,7226.1,6320.4,404.55,637.55,4087.05,1011.75,3008.5,99.59,1916.35,3301.55,268.23,136.15,1227.15,139.5,1883.3,313.95,1087.25,2415.3,1371.85,1050.55,278.25,1087.51,138.2,793.5,576.3,366.6,465.1,281.05,992.6,218.25,497.25,2616.6,1476.35,757.55,1361.0,602.35,2493.35,221.52,16975.0
2023-07-27,1900.95,767.35,4875.5,7724.25,3860.55,1653.0,951.35,2900.65,439.46,2495.9,4864.8,2232.94,2362.3,563.65,3126.35,804.95,3555.85,2746.8,419.7,422.25,1481.25,1908.8,11783.1,1047.85,4699.55,3490.25,118.52,316.9,7228.2,6348.6,415.7,632.75,4048.4,1002.6,3000.65,98.59,1922.45,3454.9,321.87,136.7,1213.63,138.5,2003.65,305.65,1089.4,2483.5,1354.2,1041.85,273.43,1140.65,137.55,829.85,571.7,361.25,465.9,280.0,1003.0,221.45,498.75,2602.2,1491.0,741.25,1380.4,610.42,2468.85,221.81,16919.2
2023-07-28,1906.85,765.45,4903.5,7675.3,3849.05,1715.7,935.8,2898.65,443.25,2437.7,4840.3,2248.69,2348.65,541.8,3104.85,785.95,3583.15,2716.0,424.1,439.65,1436.65,2073.5,11746.95,1049.95,4747.05,3514.8,115.94,318.7,7215.95,6376.9,417.05,673.1,4065.4,1040.4,2988.2,95.28,1955.25,3409.6,339.1,135.95,1206.85,148.95,2049.05,304.45,1112.55,2352.1,1357.85,1039.9,269.04,1271.59,136.3,826.45,586.3,372.15,461.55,286.25,979.75,217.1,489.4,2616.65,1470.15,738.5,1388.55,622.82,2433.95,218.91,16948.35
2023-07-31,1968.75,783.95,4793.6,7577.45,3915.15,1719.05,949.3,2897.3,440.46,2429.65,4890.0,2256.08,2372.38,562.6,3079.4,801.1,3617.5,2778.35,432.75,452.3,1429.5,2149.6,14044.15,1010.95,4816.1,3457.45,118.93,316.05,7157.5,6352.7,427.6,676.5,4126.75,1058.95,3005.8,93.8,1967.2,3471.7,362.39,137.35,1248.28,158.8,2019.2,311.2,1118.0,2327.35,1376.25,1026.15,264.89,1230.03,140.15,834.95,595.5,374.35,455.8,283.5,1029.3,224.9,495.8,2613.35,1469.85,763.8,1452.25,634.05,2470.85,235.05,17059.0
2023-08-01,2001.15,783.7,4818.0,7680.0,3873.6,1714.7,933.4,2835.6,439.65,2270.4,4977.1,2261.51,2401.48,561.9,3056.55,802.9,3661.1,2825.1,427.25,448.0,1472.75,2085.75,13428.8,1014.1,4629.85,3379.65,116.95,316.05,7178.35,6765.25,431.7,677.4,4135.75,1007.3,3001.1,93.97,1927.3,3484.25,362.68,140.45,1286.88,154.9,2006.2,304.65,1120.1,2347.95,1370.15,1040.1,261.76,1109.94,139.35,824.6,581.5,388.9,451.7,283.0,1043.3,226.8,492.3,2634.2,1480.15,836.1,1441.85,644.07,2451.4,238.87,17051.15
2023-08-02,1981.95,774.6,4809.75,7738.3,3870.7,1700.9,951.3,2864.45,435.11,2362.45,4862.85,2287.5,2358.0,549.45,3051.4,783.15,3683.85,2777.9,424.5,438.85,1471.53,2032.6,13363.55,1014.8,4589.7,3466.75,110.45,312.35,7187.3,6785.65,421.15,664.5,4124.35,1001.3,2978.45,93.83,1900.15,3448.15,352.72,136.85,1283.33,152.35,1990.75,302.75,1097.35,2299.5,1379.8,1017.8,263.7,1143.94,136.7,802.55,575.6,383.65,441.55,285.4,1026.95,220.45,488.35,2626.15,1476.75,839.0,1433.25,643.58,2429.75,254.18,16858.95
2023-08-03,1996.65,768.3,4790.05,7745.9,3817.0,1720.3,947.6,2996.8,431.47,2337.5,4873.3,2246.01,2346.4,557.45,3056.65,782.65,3683.55,2895.0,431.45,455.25,1446.08,2031.8,13477.7,1020.85,4613.35,3418.75,113.6,312.3,7167.1,6802.35,428.9,668.55,4438.7,1006.95,2902.3,93.49,1879.8,3559.85,345.98,137.55,1284.75,152.7,1993.15,303.35,1121.7,2325.8,1361.75,1008.5,270.69,1127.28,139.75,807.25,571.75,398.9,446.55,281.25,1033.35,224.95,497.5,2584.85,1432.75,825.4,1447.1,662.5,2430.85,246.87,16772.3
2023-08-04,2025.15,762.6,4798.25,7909.7,3808.15,1700.85,932.65,2938.35,430.34,2426.65,4941.95,2246.06,2392.95,562.95,3114.85,779.85,3699.75,2821.0,437.4,449.4,1452.38,2003.5,13567.75,1024.0,4614.6,3409.05,114.85,310.9,7183.65,6886.1,434.7,666.9,4618.5,1004.6,2903.6,92.33,1794.65,3745.35,343.72,137.2,1321.1,153.15,1995.0,324.5,1056.25,2348.2,1359.45,992.95,269.06,1116.86,141.8,833.9,575.0,421.2,446.6,284.55,1042.35,219.8,498.3,2610.0,1431.6,847.55,1385.0,660.49,2461.6,246.52,16890.6
2023-08-07,1990.5,735.25,4659.65,7934.45,3830.35,1760.7,916.9,2977.5,430.34,2375.0,5044.4,2242.28,2440.63,588.85,3060.65,773.9,3781.5,2830.4,434.9,435.75,1462.9,2051.5,13553.3,1010.45,4599.25,3534.0,116.9,310.1,7178.45,6929.45,444.1,659.75,4689.85,1077.65,2904.95,92.81,1743.05,3833.65,337.02,139.75,1285.5,155.75,1993.0,320.2,1063.65,2373.2,1340.85,1098.6,268.02,1128.35,152.85,844.5,578.7,423.7,452.15,287.5,1046.25,216.6,488.0,2610.45,1466.15,871.85,1339.65,644.43,2411.9,245.55,16956.35
2023-08-08,1965.35,737.45,4606.0,8379.55,3856.05,1769.45,952.3,3164.8,428.02,2420.75,5082.55,2222.45,2424.28,588.7,3000.55,771.0,3846.95,2800.15,438.1,451.5,1486.93,2076.7,13490.3,1001.15,4669.65,3559.5,114.95,308.8,7162.2,7408.6,469.6,657.75,4860.15,1083.25,2920.8,92.32,1734.3,3856.6,340.06,138.9,1273.95,154.1,1975.3,319.55,1072.0,2368.1,1331.25,1059.55,269.2,1123.7,152.55,877.75,584.55,443.85,453.8,285.95,1055.75,218.4,480.2,2623.45,1514.9,871.65,1392.25,646.38,2392.4,240.63,16949.25
2023-08-09,1974.85,745.0,4602.5,8294.05,3845.05,1768.85,943.0,3084.35,433.84,2412.85,5101.0,2220.69,2424.33,569.75,2932.9,773.9,3835.0,2772.95,438.65,446.45,1589.08,2178.05,13507.5,987.65,4682.05,3599.9,117.6,315.8,7158.85,7373.35,476.4,662.15,4899.55,1100.95,2955.4,93.89,1748.45,3960.1,334.21,138.3,1355.98,153.75,1968.5,319.65,1064.2,2382.1,1338.8,1076.25,297.75,1122.15,153.5,894.1,575.45,439.75,451.55,317.15,1062.35,228.45,470.65,2604.8,1560.25,874.05,1363.25,642.02,2404.1,239.69,17003.85
2023-08-10,1974.45,749.95,4539.35,8389.75,3897.6,1742.85,928.95,3009.85,427.07,2368.35,5103.3,2200.28,2419.4,570.4,2947.95,767.7,3876.35,2819.6,431.4,441.15,1699.88,2163.4,13357.05,988.95,4581.25,3586.55,118.5,320.85,7084.7,7700.05,487.45,671.05,4799.4,1088.7,2989.6,93.82,1764.95,4010.0,330.42,136.25,1354.8,157.65,1963.9,320.2,1026.95,2364.35,1348.85,1070.65,290.57,1105.43,160.85,875.35,589.35,403.75,459.3,308.15,1074.6,226.25,459.25,2520.15,1534.65,895.8,1353.55,625.49,2331.15,236.11,16939.85
2023-08-11,1973.7,743.0,4511.3,8407.4,3937.0,1702.0,961.15,3032.85,424.47,2330.35,5106.4,2182.95,2443.93,582.4,2850.9,767.95,3851.55,2816.9,396.3,479.0,1710.0,2147.3,13238.45,986.3,4663.2,3602.9,118.05,319.85,7110.3,8043.2,474.75,640.05,4779.2,1088.6,3015.85,93.48,1738.3,4105.05,334.22,133.25,1339.4,154.8,1963.5,317.75,1010.5,2297.95,1350.45,1065.0,296.39,1073.41,165.35,847.75,589.9,391.1,443.2,303.75,1064.55,227.0,462.8,2544.7,1536.55,928.45,1340.25,634.15,2321.2,231.27,16860.15
2023-08-14,1990.35,741.45,4500.0,8435.45,3818.8,1697.9,948.8,2990.45,424.71,2278.8,5194.25,2190.02,2470.1,583.6,2870.5,765.8,3754.9,2814.2,399.7,498.3,1763.08,2029.4,13029.95,989.3,4744.25,3623.85,113.9,314.1,7069.25,8140.9,472.5,641.65,4650.95,1015.25,3009.75,92.56,1742.7,4046.15,335.61,132.3,1338.83,154.8,1961.55,321.8,985.55,2266.7,1343.55,1048.45,306.43,1058.3,168.0,823.8,583.7,375.4,452.2,307.4,1065.65,229.65,459.35,2537.3,1523.25,863.1,1333.65,638.62,2256.85,237.55,16825.55
2023-08-16,2023.15,742.2,4498.7,8277.3,3881.3,1643.05,962.45,3010.7,425.75,2349.9,5195.85,2195.28,2485.78,594.8,2788.45,759.75,3823.55,2867.1,396.3,491.25,1784.33,2038.85,13000.0,988.9,4852.2,3599.3,114.25,314.15,7067.5,7976.6,466.2,633.55,4748.95,1024.9,3009.35,93.29,1729.85,4289.8,328.57,133.1,1315.08,156.65,1998.15,324.9,982.45,2284.0,1339.95,1014.15,313.09,1152.33,166.85,831.15,614.1,386.8,438.5,311.65,1069.95,226.2,464.85,2540.4,1533.7,799.45,1297.65,636.1,2341.85,235.23,16853.05
2023-08-17,1991.65,743.8,4502.85,8282.85,3867.85,1645.05,926.75,3022.0,417.04,2413.0,5092.65,2166.85,2454.7,613.25,2766.9,760.0,3827.8,2848.0,393.0,512.0,1787.55,2090.65,13273.5,991.35,4819.8,3535.55,115.35,318.0,7078.75,7665.9,484.45,629.5,4681.4,1030.35,3072.4,92.25,1743.65,4154.85,338.87,136.4,1297.75,156.0,2004.45,321.85,985.7,2257.1,1336.4,993.75,325.84,1161.24,169.5,855.65,636.45,388.95,442.65,312.5,1069.7,224.65,462.4,2503.6,1528.7,825.7,1283.15,641.17,2347.9,234.67,16802.25
2023-08-18,1938.8,748.8,4535.65,8437.8,3817.25,1640.95,937.1,3089.95,418.04,2454.35,5085.6,2183.26,2424.0,603.05,2783.65,751.9,3759.8,2823.7,391.45,519.8,1736.35,2196.45,13150.0,989.2,4773.25,3624.4,112.1,311.95,7008.55,7666.1,477.8,629.45,4736.8,1064.75,3049.15,91.37,1730.85,3763.0,339.01,138.95,1335.4,152.05,1995.2,336.65,980.35,2240.0,1341.55,1054.1,323.06,1136.82,166.95,864.9,624.85,393.05,477.35,306.55,1069.65,247.85,455.85,2477.1,1548.75,817.85,1280.55,633.39,2292.6,230.12,16757.7
2023-08-21,1980.8,745.15,4509.45,8554.35,3955.15,1628.05,929.95,3150.75,423.52,2521.85,5145.25,2203.82,2505.9,649.4,2817.35,738.0,3730.4,2795.8,398.6,478.45,1766.28,2195.5,13467.25,996.0,4850.2,3607.95,109.7,314.9,7015.35,7696.3,499.55,635.9,4892.8,1068.2,3078.6,91.94,1752.7,3924.1,339.25,143.1,1330.95,149.8,1993.0,333.75,993.2,2270.95,1348.25,1054.2,346.2,1174.8,182.7,860.55,634.45,388.35,536.9,307.7,1071.45,247.8,460.85,2486.95,1564.6,797.9,1258.6,636.19,2319.25,229.86,16852.05
2023-08-22,2008.9,730.0,4509.95,8581.85,4007.2,1617.4,937.85,3178.2,429.67,2544.85,5137.1,2202.8,2515.15,651.45,2810.45,749.55,3678.45,2800.85,394.05,464.9,1817.08,2168.75,13273.05,991.85,4998.35,3596.4,113.1,310.5,7022.5,7809.15,490.0,661.95,4994.4,1043.45,3075.1,91.84,1753.75,3810.35,351.83,142.2,1326.23,151.1,1939.75,329.25,996.1,2249.9,1354.05,1047.1,340.09,1209.34,182.35,876.85,635.35,380.35,528.05,307.4,1069.2,249.45,459.15,2494.6,1547.75,844.65,1255.2,637.56,2349.1,227.18,16905.25
