Date,Astral,Blue Star,Britannia Inds.,Cera Sanitary.,CRISIL,eClerx Services,H.G. Infra Engg.,Ingersoll-Rand,ITC,KEI Industries,LTIMindtree,Nestle India,Persistent Sys,Ramkrishna Forg.,Tube Investments,UTI AMC,P I Industries,Akzo Nobel,Apollo Tyres,Kirloskar Oil,Safari Inds.,Godfrey Phillips,Wendt India,Narayana Hrudaya,Polycab India,AIA Engineering,Marksans Pharma,Nippon Life Ind.,Tata Elxsi,Elantas Beck,Praj Industries,Torrent Power,Dixon Technolog.,Finolex Cables,Titan Company,I O C L,Cummins India,Neuland Labs.,Vesuvius India,Time Technoplast,J B Chemicals &,NCC,Colgate-Palmoliv,Jyothy Labs,Mahanagar Gas,Dr Lal Pathlabs,TVS Motor Co.,Ganesha Ecosphe.,Shaily Engineer.,Thangamayil Jew.,Himadri Special,Natco Pharma,Uno Minda,Lumax Auto Tech.,S P Apparels,V-Guard Industri,Coromandel Inter,Gabriel India,EID Parry,Pidilite Inds.,Zydus Wellness,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,Nifty 500
2023-12-27,1909.15,951.15,5207.2,8008.95,4317.85,2595.55,812.3,3118.25,432.13,3119.8,6285.95,2572.14,3692.38,718.5,3658.2,848.05,3458.0,2546.7,435.7,662.95,1994.45,2096.5,14100.0,1187.0,5439.05,3604.5,159.5,438.9,8802.0,8355.6,546.2,898.75,6460.5,1065.75,3688.55,126.7,1986.1,5289.55,357.87,178.8,1623.6,168.45,2448.65,484.35,1183.1,2571.2,2013.4,987.15,344.35,1474.77,307.75,802.6,671.9,384.05,615.1,288.05,1243.35,398.55,566.0,2700.8,1634.2,896.25,1650.8,669.95,2392.1,360.21,19296.95
2023-12-28,1890.4,948.0,5261.1,7927.3,4269.95,2636.55,848.1,3108.4,439.13,3288.45,6251.4,2624.07,3760.25,707.2,3539.7,860.25,3482.95,2581.4,439.25,660.85,1939.0,2089.0,13980.55,1198.75,5456.85,3681.6,163.55,434.3,8754.85,8280.8,552.55,919.5,6462.55,1058.5,3716.45,133.3,1945.6,5302.0,357.38,176.25,1600.4,167.0,2530.15,479.4,1197.25,2562.35,2004.5,973.0,338.8,1455.73,310.0,802.75,667.1,384.8,609.5,284.2,1239.3,396.35,569.35,2708.55,1643.6,878.45,1651.75,676.01,2387.05,358.84,19399.25
2023-12-29,1907.05,944.9,5338.95,7848.2,4339.5,2590.05,848.6,3118.2,437.38,3252.85,6290.25,2659.55,3693.68,725.75,3540.55,866.85,3512.45,2608.45,453.9,655.15,1949.45,2109.05,14738.05,1200.0,5491.35,3695.7,160.85,446.95,8757.7,8493.8,556.0,933.75,6560.5,1069.25,3675.95,129.8,1963.5,5287.4,358.76,176.7,1624.4,166.7,2529.15,478.85,1199.45,2574.45,2024.85,981.25,334.7,1443.71,309.4,811.2,686.55,386.55,606.3,292.0,1252.35,393.85,556.7,2717.15,1682.15,886.4,1659.45,672.32,2427.75,347.69,19429.15
2024-01-01,1904.2,948.6,5315.8,7912.5,4267.45,2551.75,847.0,3094.25,442.02,3197.1,6265.55,2736.54,3661.05,711.4,3575.5,869.55,3475.1,2598.8,452.55,662.55,1889.5,2087.55,14315.05,1204.8,5464.85,3679.6,160.8,455.3,8746.7,8532.45,556.65,942.25,6446.8,1052.5,3675.05,130.35,1954.9,5271.9,359.35,185.1,1612.75,166.6,2482.4,482.85,1204.45,2576.05,2019.3,982.55,334.4,1345.57,332.3,817.2,682.6,388.05,605.8,291.45,1245.1,402.45,560.25,2697.35,1674.05,897.0,1685.5,671.76,2431.25,344.93,19469.5
2024-01-02,1899.2,950.8,5288.15,7846.1,4221.35,2504.15,861.0,3100.4,444.76,3183.4,6142.65,2723.09,3663.33,703.9,3601.75,867.45,3485.6,2620.55,456.55,663.95,1866.65,2155.45,14400.25,1193.6,5347.75,3631.95,165.3,466.95,8709.85,8405.2,547.55,938.0,6316.6,1041.3,3696.8,130.45,1959.75,5480.4,357.71,185.1,1636.9,167.2,2501.1,483.45,1215.45,2643.05,1969.3,981.45,331.65,1326.48,334.8,820.5,677.25,385.4,595.7,289.5,1231.5,399.9,559.5,2736.9,1671.8,901.0,1655.3,675.81,2417.35,343.93,19418.4
2024-01-03,1861.0,941.9,5252.95,7780.5,4148.9,2585.35,855.3,3095.45,451.53,3227.55,5960.0,2664.04,3644.33,717.6,3534.6,868.55,3459.9,2635.25,457.3,661.75,1881.5,2180.25,14144.55,1170.25,5402.35,3564.15,175.6,460.45,8612.95,8330.8,551.4,944.05,6349.3,1040.85,3692.6,132.8,1971.55,5596.9,353.07,181.85,1698.7,170.7,2492.65,485.0,1223.1,2636.85,1998.5,965.55,335.6,1332.49,332.1,834.25,663.3,386.4,600.05,294.6,1248.8,399.8,569.9,2772.8,1689.35,907.95,1657.0,680.98,2447.4,339.04,19367.15
2024-01-04,1854.2,935.7,5362.9,7747.05,4147.85,2552.1,861.15,3105.45,450.11,3345.15,5867.3,2711.6,3632.68,735.3,3555.65,876.15,3437.8,2660.3,448.85,670.4,1932.15,2176.85,14168.75,1181.5,5393.25,3600.5,173.1,470.6,8634.8,8435.35,552.7,1015.05,6399.1,1029.6,3721.25,131.25,1992.85,5651.45,351.31,180.5,1644.5,175.8,2504.25,502.0,1227.95,2639.05,1983.0,949.4,335.05,1319.89,365.3,838.2,684.6,384.35,600.65,294.95,1255.5,401.35,576.0,2768.15,1686.3,912.45,1672.4,670.93,2445.6,337.18,19541.25
2024-01-05,1841.15,943.75,5271.95,7729.1,4118.1,2577.25,852.35,3099.7,448.31,3385.3,5944.15,2666.9,3676.95,737.55,3750.1,876.75,3464.6,2658.9,460.85,662.4,1942.95,2216.85,14270.55,1217.75,5399.55,3623.65,171.45,479.95,8642.85,8537.6,548.55,1037.8,6375.3,1043.55,3710.05,132.6,1996.9,5577.9,354.84,180.5,1690.2,174.5,2514.5,517.75,1237.65,2596.85,1979.25,961.7,331.65,1328.37,387.2,849.5,701.8,387.95,596.35,293.8,1245.95,400.4,573.15,2721.85,1689.25,914.85,1676.7,675.92,2441.9,342.35,19590.6
2024-01-08,1808.15,953.35,5178.15,7788.4,4072.35,2541.65,861.1,3072.25,440.22,3307.55,5843.85,2619.2,3643.2,773.45,3770.95,872.8,3404.15,2599.5,454.5,656.95,1920.8,2206.1,14355.0,1233.0,5344.75,3605.8,164.1,469.8,8586.05,8371.5,540.2,1014.25,6325.5,1029.6,3705.7,132.7,1998.6,5459.65,357.47,177.05,1664.6,174.4,2500.1,507.7,1203.5,2505.3,2038.25,982.0,327.85,1296.35,387.95,844.5,705.35,383.25,596.15,293.95,1200.4,398.3,570.1,2715.25,1678.75,911.55,1658.2,742.28,2411.35,356.13,19417.7
2024-01-09,1821.4,966.5,5115.15,7776.7,4090.8,2591.2,863.35,3097.65,439.28,3223.8,5912.1,2592.2,3646.63,781.95,3811.75,892.65,3441.85,2604.95,468.35,658.7,1915.3,2231.55,14311.0,1250.0,4867.55,3636.1,163.5,492.9,8635.65,8442.5,535.55,1021.15,6354.0,1035.45,3691.85,131.95,2026.05,5380.2,357.33,176.1,1682.95,176.4,2445.65,510.15,1196.6,2483.8,2018.95,955.0,330.3,1294.65,386.2,848.95,712.25,388.35,590.15,292.05,1170.4,396.8,577.9,2725.4,1644.05,934.75,1676.95,713.99,2454.25,360.69,19459.55
2024-01-10,1810.8,969.85,5086.85,7739.0,4116.95,2584.45,865.1,3106.9,438.19,3148.2,5946.75,2577.65,3690.8,796.6,3913.75,890.05,3456.6,2586.35,466.65,676.9,1885.4,2193.6,14362.45,1239.3,4950.0,3757.2,163.15,482.85,8759.5,8340.0,537.85,1020.75,6325.75,1040.65,3714.35,130.55,2045.2,5536.95,350.05,172.75,1678.95,193.2,2399.35,494.05,1179.0,2500.65,2019.95,967.2,324.5,1324.98,381.2,842.1,709.8,382.85,597.0,291.75,1164.8,394.9,580.55,2708.35,1642.15,923.85,1686.0,704.08,2447.75,362.06,19517.85
2024-01-11,1813.15,996.25,5140.2,7765.5,4106.4,2634.15,886.15,3163.25,437.62,2981.95,5965.8,2557.75,3695.53,793.05,3899.5,889.1,3483.3,2678.1,468.75,699.7,1903.1,2230.05,14251.2,1272.15,3877.4,3709.75,162.85,500.45,8715.2,8223.8,538.05,1019.05,6488.15,1042.8,3698.85,133.25,2030.5,5690.15,346.53,184.95,1660.4,196.55,2454.9,499.0,1244.4,2503.7,2087.7,966.4,324.7,1318.68,375.85,847.9,721.6,400.25,598.9,295.55,1187.75,391.05,584.45,2740.75,1646.15,918.35,1660.6,696.45,2497.4,365.56,19584.35
2024-01-12,1812.1,1022.5,5148.9,8009.55,4092.4,2710.25,904.8,3168.2,441.4,2987.2,6236.8,2549.25,3825.15,780.4,3886.6,900.85,3448.95,2663.1,468.8,705.3,1902.05,2198.65,14242.65,1279.35,3981.3,3746.05,163.1,513.7,8731.3,8256.85,534.3,1013.75,6552.95,1054.45,3724.2,135.25,2047.95,5542.05,346.44,180.4,1681.95,196.45,2449.95,505.7,1264.7,2453.7,2085.3,979.5,322.4,1330.16,371.45,851.9,715.45,396.95,596.5,293.9,1180.7,391.1,586.1,2732.7,1635.65,929.55,1655.2,692.06,2491.95,364.52,19745.6
2024-01-15,1802.75,1062.65,5177.25,8051.4,4085.0,2799.15,914.05,3151.75,442.16,3011.95,6314.05,2548.3,3837.73,780.3,4001.8,890.65,3455.9,2714.7,472.0,687.1,1885.4,2163.85,14160.0,1286.8,4198.3,3708.85,160.65,507.95,8720.2,8313.25,525.45,1014.3,6331.85,1067.75,3758.75,137.65,2046.15,5649.15,347.64,180.4,1656.75,194.95,2485.65,499.65,1260.45,2484.8,2022.3,976.4,317.55,1330.36,376.0,847.2,702.55,395.25,619.75,291.15,1204.5,385.25,577.85,2753.5,1642.8,931.3,1646.85,687.55,2494.15,364.8,19885.55
2024-01-16,1792.65,1050.3,5127.85,8054.8,4070.65,2745.4,901.75,3134.4,446.61,3050.75,6234.7,2541.3,3808.18,777.25,3921.2,869.65,3480.05,2707.15,472.6,687.3,1860.95,2127.9,14047.15,1261.3,4339.3,3712.25,160.2,501.4,8606.75,8300.0,536.0,1009.25,6341.6,1045.5,3819.3,143.65,2014.45,5643.45,348.86,177.0,1659.25,199.55,2498.6,498.55,1261.95,2424.15,2033.55,985.15,318.65,1304.68,392.9,832.35,700.15,385.75,619.05,294.15,1187.8,379.35,580.4,2796.3,1642.1,898.3,1653.0,691.02,2497.7,357.9,19827.55
2024-01-17,1775.6,1060.5,5064.65,8029.55,4099.75,2702.25,910.7,3115.4,441.59,3149.45,6277.65,2543.25,3851.23,762.4,3836.1,851.5,3429.45,2708.75,471.7,680.9,1859.15,2129.45,14200.0,1257.5,4440.05,3716.45,153.7,486.05,8597.4,8296.3,523.3,1001.0,6369.05,1056.2,3830.0,144.1,2010.55,5527.15,343.44,172.05,1641.85,192.9,2498.35,505.65,1254.7,2438.3,2016.3,985.25,320.85,1310.35,377.3,818.5,694.25,387.55,603.05,293.55,1161.9,370.8,576.75,2760.3,1617.85,878.95,1613.2,680.32,2425.95,356.21,19487.6
2024-01-18,1794.75,1046.65,5014.25,7935.55,4101.4,2643.6,921.25,3082.95,440.36,3132.7,5602.3,2502.6,3886.05,749.95,3847.3,854.65,3357.1,2695.65,500.3,695.65,1887.75,2113.9,14200.0,1251.0,4431.0,3640.35,158.0,510.75,8309.5,8207.8,517.8,994.1,6301.65,1059.65,3736.05,144.5,2029.9,5697.8,350.14,173.5,1588.6,196.8,2495.15,518.65,1301.9,2454.45,2011.5,971.35,317.55,1282.54,375.95,826.25,681.2,379.75,589.65,292.2,1153.15,369.95,564.5,2699.0,1615.6,871.95,1610.45,692.02,2524.35,359.22,19414.8
2024-01-19,1848.3,1071.15,5141.05,8176.25,4079.85,2673.75,934.85,3090.5,446.09,3105.35,5651.0,2515.15,3930.65,769.55,3857.3,864.0,3403.65,2690.55,503.55,693.5,1913.85,2204.95,14251.95,1254.75,4413.85,3706.8,157.95,497.55,8302.45,8304.6,519.65,985.5,6101.85,1065.35,3809.6,148.6,2112.4,5922.2,351.63,174.8,1613.75,203.65,2490.1,530.0,1326.85,2447.35,2037.35,967.65,327.15,1296.98,373.4,834.85,690.25,376.2,606.9,291.2,1181.4,386.45,567.6,2686.15,1623.1,882.95,1625.05,689.38,2592.95,361.08,19606.4
2024-01-20,1823.85,1092.35,5163.15,8130.05,4030.9,2659.45,923.05,3077.45,442.92,3028.95,5648.7,2480.3,3962.13,763.35,4059.0,855.5,3381.75,2676.45,524.85,691.75,1917.3,2187.5,13720.9,1236.8,4334.95,3677.65,156.45,510.3,8286.05,8349.3,516.65,980.95,6018.05,1089.5,3784.95,148.05,2081.0,5875.85,350.41,174.9,1617.75,204.75,2534.15,517.95,1313.9,2416.05,2012.05,966.9,318.0,1301.1,372.0,828.5,689.15,373.9,593.7,292.95,1176.3,388.45,561.3,2676.95,1618.15,894.9,1607.25,682.3,2912.8,357.4,19601.9
2024-01-23,1774.15,1070.5,5049.75,8157.35,3900.8,2626.8,932.35,3025.75,433.88,3017.25,5642.4,2462.45,4128.25,735.7,3939.55,832.25,3278.2,2617.95,510.55,681.65,1908.7,2193.0,12897.75,1228.7,4162.5,3627.85,150.05,486.65,8193.65,8283.45,510.85,982.45,5856.25,1079.6,3737.15,139.0,2100.85,5649.75,350.73,163.35,1656.4,193.05,2437.65,529.8,1312.25,2370.4,1987.15,976.9,322.9,1295.28,362.85,838.05,675.7,375.55,596.45,288.65,1127.6,375.75,579.5,2522.75,1584.0,861.15,1612.8,709.74,2756.3,347.13,19206.45
2024-01-24,1826.9,1086.0,5140.7,8185.45,3880.55,2657.55,920.35,3080.45,438.66,3316.75,5621.55,2515.2,4235.48,728.85,3957.75,858.05,3281.85,2606.0,525.7,673.5,1907.45,2212.2,13008.9,1241.5,4361.3,3840.1,147.05,497.1,7766.65,8311.95,518.5,999.85,5913.05,1084.4,3765.05,143.5,2170.85,5605.4,354.28,168.0,1689.75,196.5,2513.8,534.7,1345.35,2423.15,2002.2,999.55,322.9,1301.82,364.95,858.45,697.4,368.5,604.5,292.7,1150.0,376.3,592.45,2589.9,1603.35,847.0,1666.25,732.61,2875.95,340.39,19451.0
2024-01-25,1800.5,1060.2,5144.6,8178.15,3819.25,2609.75,921.95,3128.3,430.86,3180.9,5492.1,2481.25,4191.78,736.05,4007.45,859.35,3244.2,2601.05,517.6,687.15,1911.3,2259.0,12728.45,1261.3,4342.35,3896.7,146.0,515.5,7660.15,8243.5,511.7,1000.75,5874.45,1103.75,3770.2,143.85,2161.45,6109.2,349.67,176.4,1689.35,194.65,2492.2,546.8,1374.05,2400.75,1941.75,1008.0,322.0,1304.87,371.5,869.8,684.4,367.1,598.3,293.8,1130.1,376.35,616.65,2591.2,1603.15,894.7,1651.45,734.68,2834.3,379.14,19393.0
2024-01-29,1868.65,1081.0,5130.25,8186.3,3891.15,2688.2,937.1,3121.55,425.7,3192.0,5447.45,2498.05,4319.65,749.2,4069.5,867.55,3294.0,2600.9,528.0,688.75,1903.55,2290.95,13028.15,1247.4,4343.65,4019.25,143.8,523.45,7692.6,8204.9,513.6,1004.1,5871.05,1105.5,3866.05,146.75,2250.35,6541.45,347.3,174.25,1694.75,212.15,2526.35,537.4,1413.95,2427.4,1965.95,1040.5,341.45,1294.75,370.15,879.5,685.25,365.2,602.0,290.75,1137.15,373.2,627.65,2569.7,1593.8,897.05,1613.2,732.24,2725.0,381.11,19711.65
2024-01-30,1873.3,1098.95,5089.3,8210.0,4004.25,2659.25,922.45,3151.6,414.35,3059.75,5353.6,2493.25,4185.5,748.3,3951.15,897.6,3265.3,2643.1,531.85,694.65,1941.15,2244.65,13025.95,1251.4,4312.25,3876.15,146.9,520.5,7710.0,8319.2,507.2,1022.0,5862.7,1087.1,3735.85,147.75,2235.55,6292.0,355.97,170.6,1651.25,211.2,2491.2,535.45,1443.65,2472.1,1957.85,1057.0,394.1,1294.22,364.7,872.4,683.0,382.7,621.05,289.45,1050.3,369.95,622.55,2566.5,1597.75,900.5,1624.2,686.37,2649.55,371.45,19574.2
2024-01-31,1832.05,1138.6,5200.15,8284.1,4087.25,2723.75,933.5,3265.65,417.61,3189.35,5447.1,2505.5,4182.23,762.75,3898.65,928.7,3375.6,2616.6,540.45,709.7,2030.45,2466.25,13134.05,1316.15,4342.4,4101.15,154.85,524.65,7603.6,8201.5,497.9,1040.05,5985.35,1099.5,3697.4,146.95,2291.9,6406.2,354.08,174.45,1680.55,215.3,2569.5,514.2,1479.6,2511.55,1999.8,1131.8,396.45,1311.9,374.75,865.1,689.7,389.75,619.0,291.6,1050.55,383.1,624.75,2532.85,1614.0,912.3,1664.2,693.93,2652.0,391.16,19802.1
2024-02-01,1888.6,1184.45,5148.0,8257.85,4144.2,2778.55,938.45,3242.65,418.94,3159.0,5365.55,2468.55,4145.73,770.05,3763.25,924.5,3409.9,2616.4,533.9,706.3,2019.35,2447.3,12918.6,1363.55,4265.95,4367.05,152.2,506.4,7636.05,8003.1,496.15,1051.55,6122.7,1085.45,3626.0,149.7,2262.55,6231.8,357.99,173.1,1683.35,208.05,2503.2,507.5,1461.7,2498.5,1996.95,1103.7,394.1,1352.93,370.75,868.95,690.1,397.25,611.05,299.05,1070.55,384.2,657.25,2510.4,1593.95,919.05,1675.3,691.88,2614.95,384.24,19777.35
2024-02-02,1899.85,1188.15,5146.6,8233.45,4176.05,2690.15,951.4,3252.9,416.43,3199.55,5481.0,2484.0,4251.7,770.75,3639.75,926.2,3375.75,2683.5,540.05,710.25,2022.7,2542.4,12870.9,1341.6,4383.9,4458.4,151.7,505.7,7650.45,7900.0,477.45,1066.75,6236.95,1062.65,3613.75,163.0,2309.25,6143.2,355.86,169.45,1687.95,215.2,2543.6,509.95,1476.05,2449.95,2044.5,1123.45,398.2,1376.62,368.8,859.15,688.05,393.3,588.25,309.95,1076.85,384.1,641.45,2514.9,1599.3,915.85,1683.35,690.34,2609.3,379.96,19910.8
2024-02-05,1872.95,1159.75,5120.7,8223.4,4179.45,2619.75,959.6,3269.7,414.4,3170.2,5437.45,2463.1,4273.58,759.05,3598.55,919.7,3281.3,2729.0,545.3,711.5,2029.8,2420.8,12761.05,1376.25,4383.5,4315.5,148.5,490.8,7602.85,7876.15,447.0,1120.6,6367.0,1079.1,3552.6,173.85,2349.7,6195.4,355.54,163.75,1703.95,216.6,2529.25,495.45,1469.75,2419.15,2024.85,1067.35,414.7,1362.52,367.4,869.2,689.8,398.05,589.15,314.2,1090.85,376.15,649.95,2552.5,1587.15,902.15,1737.6,681.21,2598.4,377.61,19853.5
2024-02-06,1887.15,1159.4,5006.2,8148.25,4264.9,2677.4,947.45,3414.65,408.1,3261.0,5465.95,2457.85,4319.4,742.4,3592.2,923.9,3315.05,2936.95,553.3,730.45,2021.6,2474.25,12842.1,1366.25,4395.0,4420.4,153.15,504.55,7716.7,8037.85,508.3,1162.3,6355.25,1101.3,3559.75,184.45,2403.85,6330.4,367.25,173.7,1724.0,219.15,2565.75,498.2,1534.25,2514.7,2047.5,1075.6,422.95,1346.49,374.5,865.6,691.1,397.65,596.9,308.0,1109.1,382.75,635.5,2614.7,1601.85,930.1,1720.95,690.42,2732.0,370.32,20033.75
2024-02-07,1895.95,1168.3,5077.05,8245.9,4366.35,2636.4,928.6,3368.6,408.58,3292.45,5447.6,2499.05,4325.1,733.1,3593.6,921.2,3332.65,2865.85,552.25,769.0,2050.6,2420.0,13135.5,1365.15,4387.65,4126.85,153.15,498.65,7790.2,8164.5,500.1,1145.0,6307.55,1128.95,3576.75,186.35,2399.2,6578.85,367.71,176.5,1786.5,220.3,2549.55,493.45,1486.9,2501.55,2062.95,1060.15,413.95,1344.16,378.35,858.7,681.7,417.0,613.45,314.0,1082.9,399.65,601.0,2691.4,1626.1,968.4,1744.05,689.98,2750.0,356.62,20109.55
2024-02-08,1874.15,1154.5,4871.1,8246.5,4489.75,2537.6,925.25,3342.05,392.07,3226.7,5421.85,2423.6,4318.85,729.95,3505.3,918.1,3454.05,2840.75,538.7,823.65,2102.25,2386.8,13021.45,1368.25,4320.3,3931.35,152.4,494.75,7724.05,8137.05,508.15,1202.6,6224.55,1133.55,3549.0,192.55,2585.65,6513.3,369.51,176.6,1761.35,219.5,2500.2,461.95,1477.7,2418.4,2033.95,1052.8,415.0,1309.33,371.95,857.05,653.3,415.6,619.45,310.95,1074.7,391.6,600.2,2621.9,1648.85,1012.2,1746.5,686.72,2782.7,348.73,19987.55
2024-02-09,1852.45,1166.3,4970.35,8030.7,4521.7,2475.15,927.35,3403.35,393.16,3308.75,5451.8,2450.05,4317.75,703.6,3451.3,918.3,3487.15,2868.25,509.9,849.7,2082.55,2366.3,13111.9,1374.7,4305.7,3934.1,150.75,484.25,7627.8,8196.05,499.35,1172.7,6274.35,1057.85,3590.6,182.5,2603.7,6774.8,366.6,177.25,1724.15,225.05,2531.45,445.7,1472.4,2451.45,2037.4,1061.65,401.6,1313.01,368.3,840.1,640.05,403.5,620.1,311.3,1085.25,370.05,581.75,2657.6,1592.65,1004.35,1724.6,681.99,2798.9,341.83,19961.5
2024-02-12,1937.25,1147.95,4969.25,7658.7,4524.15,2399.2,890.1,3298.75,384.88,3221.7,5517.05,2458.3,4343.88,705.7,3485.0,898.55,3401.95,2794.8,512.75,812.0,2067.45,2586.35,12812.8,1378.9,4342.95,3925.6,146.7,480.0,7499.75,8199.75,483.75,1131.55,6267.85,996.6,3584.0,175.45,2564.2,6441.8,359.03,173.85,1679.4,212.9,2512.2,445.35,1454.1,2457.45,2035.05,1045.15,395.2,1330.74,351.1,832.35,628.75,388.15,566.3,306.5,1079.1,352.45,582.95,2667.9,1580.4,914.35,1729.05,682.6,2698.15,341.78,19675.2
2024-02-13,1899.9,1204.3,4980.45,7531.35,4449.5,2398.15,895.75,3263.2,384.64,3302.95,5554.85,2459.15,4347.58,732.25,3494.0,913.45,3422.8,2748.35,510.85,815.45,2074.5,2490.95,12621.1,1373.2,4327.9,3977.6,157.95,476.4,7446.8,8254.95,479.0,1119.15,6293.8,1010.5,3559.25,174.45,2547.55,6415.4,361.53,199.8,1658.0,218.3,2550.9,432.3,1476.2,2477.1,2043.85,1049.15,418.75,1303.03,350.75,857.3,632.4,415.15,530.35,307.2,1099.85,348.5,580.9,2668.6,1572.45,958.6,1698.95,713.91,2762.4,338.77,19782.9
2024-02-14,1949.9,1191.0,5009.25,7540.85,4508.8,2365.3,915.5,3318.3,389.37,3299.6,5511.25,2487.05,4310.68,725.95,3496.05,916.2,3419.4,2803.15,518.15,863.0,2095.25,2504.35,12811.1,1417.4,4356.15,3924.3,158.2,488.7,7424.0,8232.8,496.95,1130.2,6343.25,1003.15,3586.55,183.7,2566.75,6675.4,358.57,217.35,1675.75,222.1,2594.6,482.0,1490.7,2454.15,2087.65,1044.6,452.65,1329.19,355.45,883.85,623.75,450.6,547.55,309.45,1092.85,356.65,589.9,2662.35,1588.25,911.8,1707.9,692.29,2808.15,351.69,19922.3
2024-02-15,1955.65,1233.25,4949.7,7341.6,4594.7,2317.7,916.4,3354.4,382.18,3326.35,5521.8,2460.0,4363.95,740.25,3483.45,914.25,3564.2,2803.15,520.7,863.8,2073.5,2571.9,12838.05,1353.15,4564.9,3846.6,161.95,488.9,7472.9,8350.0,503.25,1209.6,6359.35,1003.0,3621.7,189.9,2631.8,6836.7,360.92,216.1,1661.15,223.35,2589.0,465.1,1511.7,2432.7,2092.8,1082.9,458.65,1305.7,359.15,886.85,608.0,447.15,557.4,316.45,1103.5,357.65,586.9,2652.0,1576.75,900.85,1721.35,690.29,2820.55,349.65,20037.0
2024-02-16,1967.2,1236.45,4914.15,7549.45,4602.85,2322.95,923.5,3473.25,382.89,3275.2,5582.15,2487.6,4434.7,720.5,3671.25,907.15,3643.95,2830.7,528.35,892.8,2080.05,2549.35,12765.65,1365.6,4667.0,3861.4,166.8,494.35,7510.3,8370.45,500.15,1173.4,6380.0,999.15,3656.6,186.8,2617.65,7150.3,364.82,215.4,1651.8,225.55,2576.85,472.3,1518.3,2470.0,2138.1,1063.0,492.25,1293.25,361.4,1027.0,655.6,429.5,595.4,311.0,1090.05,364.35,596.8,2709.75,1593.35,903.1,1716.0,696.3,2891.5,345.75,20164.9
2024-02-19,1967.6,1269.65,4924.1,7466.7,5039.45,2314.9,940.9,3507.25,387.1,3276.55,5513.7,2514.0,4367.58,747.35,3719.5,911.3,3664.4,2804.95,531.7,906.75,2069.45,2681.95,,1350.85,4769.35,3922.35,161.5,509.85,7707.6,8500.55,512.8,1179.75,6752.4,997.65,3693.3,188.5,2660.8,7059.8,353.17,219.8,1653.75,230.9,2570.15,474.95,1520.05,2501.45,2119.2,1040.75,534.6,1297.75,363.0,1061.6,645.8,475.7,590.8,314.7,1104.35,370.3,598.8,2710.35,1598.45,935.3,1719.45,693.49,2894.45,339.15,20241.1
2024-02-20,1951.9,1285.65,4923.65,7571.65,5036.85,2401.9,937.6,3510.15,384.12,3291.05,5502.1,2538.75,4349.73,760.8,3716.4,907.3,3682.95,2827.4,518.2,894.2,2039.4,2656.0,12739.1,1356.95,4731.15,3872.85,159.2,502.2,7785.6,8486.85,511.75,1149.9,6704.1,994.05,3682.4,188.9,2628.55,7118.95,345.28,231.0,1649.6,226.15,2532.95,470.25,1512.1,2470.9,2119.35,1046.05,527.95,1297.56,363.75,1039.15,640.05,474.1,618.1,312.8,1095.15,362.9,638.3,2744.95,1594.75,923.7,1703.2,695.17,2888.35,342.66,20271.9
2024-02-21,1930.7,1272.1,4923.15,7487.45,5067.25,2445.95,923.9,3509.75,381.52,3212.6,5419.7,2547.25,4262.05,758.2,3662.5,934.25,3680.95,2793.1,516.2,888.85,2031.2,2639.05,12778.55,1352.75,4722.05,3790.45,156.05,505.05,7741.3,8585.7,500.9,1125.9,6728.5,988.55,3653.5,182.15,2607.85,7267.85,344.75,218.85,1672.65,226.5,2535.45,471.75,1508.55,2427.25,2093.45,1044.85,508.9,1283.61,362.55,1024.95,634.85,476.25,623.8,312.8,1083.75,354.9,639.25,2726.0,1595.05,922.6,1659.35,718.86,2890.3,345.93,20128.3
2024-02-22,1948.0,1270.1,4957.3,7392.0,4987.9,2479.65,914.95,3484.0,391.93,3117.0,5484.65,2562.45,4279.38,738.35,3686.05,920.15,3678.9,2763.2,522.85,900.5,2000.0,2769.5,12707.8,1370.8,4717.1,3747.95,158.45,499.4,7787.3,8527.65,508.9,1120.4,6771.9,982.25,3651.8,179.7,2766.05,7197.95,342.95,220.25,1660.15,243.75,2537.6,470.45,1532.8,2446.5,2128.45,1050.0,504.3,1281.19,361.6,1008.9,632.2,472.8,627.95,311.3,1101.5,359.6,630.6,2715.95,1590.35,925.95,1621.35,700.42,2904.6,350.91,20283.95
2024-02-23,2075.25,1293.2,4938.35,7448.5,4906.1,2492.75,905.1,3518.5,389.37,3156.4,5544.25,2580.75,4326.13,751.1,3615.25,915.9,3673.35,2727.7,523.15,940.0,1996.05,2746.05,,1382.25,4813.5,3750.3,158.25,502.65,7812.0,8684.45,513.45,1128.75,6866.0,980.6,3692.95,175.55,2803.5,7003.15,341.77,213.7,1643.8,254.65,2547.2,469.55,1524.45,2446.3,2116.5,1054.3,532.5,1287.53,365.9,1026.9,654.65,472.05,633.35,310.75,1081.5,360.0,638.95,2738.4,1589.4,927.35,1624.55,707.62,2914.8,353.77,20313.5
